0, 4089
0, 4092
0, 4095
0, 4098
0, 4100
0, 4103
0, 4106
0, 4109
0, 4112
0, 4115
0, 4117
0, 4120
0, 4123
0, 4126
0, 4128
0, 4131
0, 4134
0, 4137
0, 4142
0, 4144
0, 4147
0, 4150
0, 4152
0, 4155
0, 4158
0, 4160
0, 4163
0, 4166
0, 4168
0, 4171
0, 4174
0, 4177
0, 4180
0, 4183
0, 4185
0, 4188
0, 4190
0, 4193
0, 4195
0, 4198
0, 4200
0, 4203
0, 4205
0, 4208
0, 4210
0, 4212
0, 4215
0, 4217
0, 4220
0, 4222
0, 4224
0, 4227
0, 4229
0, 4231
0, 4234
0, 4236
0, 4239
0, 4241
0, 4244
0, 4246
0, 4248
0, 4250
0, 4253
0, 4255
0, 4257
0, 4259
0, 4261
0, 4263
0, 4266
0, 4268
0, 4270
0, 4272
0, 4274
0, 4276
0, 4279
0, 4281
0, 4283
0, 4285
0, 4287
0, 4289
0, 4291
0, 4293
0, 4295
0, 4298
0, 4300
0, 4302
0, 4304
0, 4306
0, 4308
0, 4310
0, 4312
0, 4314
0, 4316
0, 4318
0, 4319
0, 4321
0, 4323
0, 4325
0, 4327
0, 4329
0, 4332
0, 4333
0, 4335
0, 4337
0, 4339
0, 4341
0, 4342
0, 4344
0, 4346
0, 4348
0, 4350
0, 4351
0, 4353
0, 4355
0, 4356
0, 4358
0, 4360
0, 4361
0, 4363
0, 4365
0, 4366
0, 4368
0, 4373
0, 4374
0, 4376
0, 4378
0, 4379
0, 4381
0, 4382
0, 4384
0, 4385
0, 4387
0, 4388
0, 4390
0, 4391
0, 4393
0, 4394
0, 4396
0, 4397
0, 4399
0, 4400
0, 4402
0, 4403
0, 4406
0, 4407
0, 4409
0, 4410
0, 4411
0, 4413
0, 4414
0, 4415
0, 4417
0, 4418
0, 4420
0, 4421
0, 4422
0, 4423
0, 4425
0, 4426
0, 4427
0, 4429
0, 4430
0, 4433
0, 4434
0, 4436
0, 4437
0, 4438
0, 4439
0, 4441
0, 4442
0, 4443
0, 4444
0, 4446
0, 4447
0, 4448
0, 4449
0, 4450
0, 4451
0, 4452
0, 4454
0, 4455
0, 4456
0, 4457
0, 4458
0, 4459
0, 4460
0, 4461
0, 4462
0, 4463
0, 4465
0, 4466
0, 4467
0, 4468
0, 4469
0, 4470
0, 4471
0, 4472
0, 4473
0, 4474
0, 4475
0, 4476
0, 4477
0, 4478
0, 4479
0, 4480
0, 4480
0, 4481
0, 4482
0, 4483
0, 4484
0, 4485
0, 4486
0, 4487
0, 4488
0, 4489
0, 4489
0, 4490
0, 4491
0, 4492
0, 4493
0, 4494
0, 4495
0, 4495
0, 4496
0, 4497
0, 4498
0, 4499
0, 4499
0, 4500
0, 4501
0, 4502
0, 4503
0, 4503
0, 4504
0, 4505
0, 4506
0, 4506
0, 4507
0, 4508
0, 4508
0, 4509
0, 4510
0, 4511
0, 4511
0, 4512
0, 4513
0, 4513
0, 4514
0, 4515
0, 4515
0, 4516
0, 4517
0, 4517
0, 4518
0, 4519
0, 4519
0, 4520
0, 4520
0, 4521
0, 4522
0, 4522
0, 4523
0, 4523
0, 4524
0, 4524
0, 4525
0, 4526
0, 4526
0, 4527
0, 4527
0, 4528
0, 4528
0, 4529
0, 4529
0, 4530
0, 4530
0, 4531
0, 4531
0, 4532
0, 4532
0, 4533
0, 4533
0, 4534
0, 4534
0, 4535
0, 4535
0, 4536
0, 4536
0, 4537
0, 4537
0, 4537
0, 4538
0, 4538
0, 4539
0, 4539
0, 4540
0, 4540
0, 4540
0, 4541
0, 4541
0, 4542
0, 4542
0, 4542
0, 4543
0, 4543
0, 4543
0, 4544
0, 4544
0, 4545
0, 4545
0, 4545
0, 4546
0, 4546
0, 4546
0, 4547
0, 4547
0, 4547
0, 4548
0, 4548
0, 4548
0, 4548
0, 4549
0, 4549
0, 4549
0, 4550
0, 4550
0, 4550
0, 4550
0, 4551
0, 4551
0, 4551
0, 4551
0, 4552
0, 4552
0, 4552
0, 4552
0, 4552
0, 4553
0, 4553
0, 4553
0, 4553
0, 4553
0, 4554
0, 4554
0, 4554
0, 4554
0, 4554
0, 4554
0, 0
0, 0
0, 0
0, 0
